name,price,junk,year,model,mid_model,big_model
"Roombaルンバ530の消耗品セット(ブラシ・フィルター)の画像 1,180円",1180,False,,530,530.0,500.0
"■超美品■おまけつき❣️IROBOT  ルンバ E5+交換パーツキットの画像 29,880円",29880,False,,,,
"ルンバ i7 ロボット掃除機 i715060 ダークグレー 新品未使用未開封の画像 41,798円",41798,False,,715,710.0,700.0
"IROBOT ルンバ 880の画像 7,000円",7000,False,,880,880.0,800.0
"iRobot ルンバ i3 グレー I315060の画像 35,000円",35000,False,,,,
"ルンバ 550 付属品の画像 1,000円",1000,False,,550,550.0,500.0
"IROBOT ルンバ E5箱の画像 2,000円",2000,False,,,,
"ルンバ バーチャルウォール 81002 ほぼ未使用の画像 1,980円",1980,False,,,,
"IROBOT ルンバ 960の画像 20,700円",20700,False,,960,960.0,900.0
"【値下げします!!︎】IROBOT ルンバ 960 ☆お掃除シート付き!の画像 44,800円",44800,False,,960,960.0,900.0
"美品 IROBOT ルンバ980 ロボット掃除機 掃除機の画像 46,000円",46000,False,,980,980.0,900.0
"ルンバ780 2013年製の画像 10,500円",10500,False,2013.0,780,780.0,700.0
"IROBOT ルンバ 875の画像 6,000円",6000,False,,875,870.0,800.0
"【新品未使用品】iRobot ルンバ i2の画像 33,499円",33499,False,,,,
"✨iRobot Roomba ルンバ 770,760 用 基板 ルンバの画像 2,399円",2399,False,,760,760.0,700.0
"⭐️格安⭐️ルンバ 538 バッテリー100分可動確認済の画像 9,899円",9899,False,,538,530.0,500.0
"IROBOT ルンバの画像 25,000円",25000,False,,,,
"値下 送料込 ルンバ リモコン バーチャルウォールの画像 2,300円",2300,False,,,,
"IROBOT ルンバ E5の画像 27,000円",27000,False,,,,
"ルンバi2ブラーバジェットm6セットの画像 62,000円",62000,False,,,,
"●アイロボット ルンバ用ACアダプター●17062●充電器●掃除機●ルンバの画像 4,100円",4100,False,,,,
"IROBOT ルンバ E5の画像 25,000円",25000,False,,,,
"ルンバフィルタの画像 1,500円",1500,False,,,,
"IROBOT ルンバ980 アイロボットの画像 29,100円",29100,False,,980,980.0,900.0
"★ルンバ★IROBOT ルンバ E5の画像 22,600円",22600,False,,,,
"4211.iRobot ロボット掃除機 ルンバ780の画像 26,700円",26700,False,,780,780.0,700.0
"IROBOT ルンバ 960の画像 19,800円",19800,False,,960,960.0,900.0
"【新品未開封品】IROBOT ルンバ960セット ■定価 76868円の画像 42,000円",42000,False,,960,960.0,900.0
"ルンバ 交換用ブラシの画像 2,000円",2000,False,,,,
"16年製ルンバ625 4     100分以上の動作確認済の画像 9,990円",9990,False,,625,620.0,600.0
"アイロボット(Irobot) ルンバ960の画像 22,500円",22500,False,,960,960.0,900.0
"美品 IROBOT ルンバ980の画像 29,800円",29800,False,,980,980.0,900.0
"ルンバ 付属品 消耗品の画像 4,000円",4000,False,,,,
"【新品未使用】純正 ルンバ700シリーズ/バッテリー他の画像 11,000円",11000,False,,,,
"ルンバ純正のサイドブラシモジュール 7の画像 1,599円",1599,False,,,,
"✨美品✨ルンバ Roomba 643の画像 11,000円",11000,False,,643,640.0,600.0
"ルンバIROBOT 770の画像 8,000円",8000,False,,770,770.0,700.0
"ルンバ 部品 ブラシ ※純正品ではありません。の画像 2,100円",2100,False,,,,
"ルンバ純正のメインブラシモジュール 6の画像 1,799円",1799,False,,,,
"ルンバ e5 アイロボット ロボット掃除機 水洗 ダストボックス e515060の画像 28,600円",28600,False,,515,510.0,500.0
"ルンバ Roomba 500シリーズ 基板、ダストボックス、メインモジュールの画像 2,399円",2399,False,,,,
"ロボット掃除機 ルンバ i7 型番‎I715060の画像 65,400円",65400,False,,715,710.0,700.0
"【新品/未使用】ルンバ870 付属品の画像 1,800円",1800,False,,870,870.0,800.0
"ルンバ 充電器 17064 バーチャルウォール リモコン フィルター 885の画像 4,300円",4300,False,,885,880.0,800.0
"IROBOTルンバ537本体 ジャンクの画像 2,280円",2280,True,,537,530.0,500.0
"アイロボット ルンバ500シリーズ専用充電器 動作確認済の画像 3,480円",3480,False,,,,
"iRobot ルンバ  980 ロボット掃除機の画像 29,800円",29800,False,,980,980.0,900.0
"ルンバ i3 ロボット掃除機 未開封の画像 41,500円",41500,False,,,,
"IROBOT ルンバ 掃除機用フィルターの画像 1,080円",1080,False,,,,
"iRobot ルンバ i3+ 保証付きの画像 65,000円",65000,False,,,,
"◆格安提供 ★リユース美品★ルンバ Roomba 620の画像 4,999円",4999,False,,620,620.0,600.0
"IROBOT ルンバ577の画像 3,700円",3700,False,,577,570.0,500.0
"未開封品 ルンバ i7+ ロボット掃除機 アイロボット  i755060の画像 76,666円",76666,False,,755,750.0,700.0
"ロボット掃除機ルンバの画像 16,900円",16900,False,,,,
"iRobot Roomba ルンバ 770の画像 8,500円",8500,False,,770,770.0,700.0
"I  ルンバ  600/800/900シリーズ用予備部品セット 中古  純正品の画像 2,000円",2000,False,,,,
"IROBOOT 掃除機  ルンバ   ホームベース  中古 純正品の画像 1,900円",1900,False,,,,
"ルンバ643の画像 25,000円",25000,False,,643,640.0,600.0
"IROBOT ルンバ I7+の画像 72,000円",72000,False,,,,
"新品未開封 iRobot ルンバ e5 e515060  ロボット掃除機の画像 34,500円",34500,False,,515,510.0,500.0
"アイロボット  ルンバ I7+ 掃除機の画像 82,500円",82500,False,,,,
"IROBOT ルンバ I7の画像 57,500円",57500,False,,,,
"【充電池切れ】IROBOT 770 ロボット掃除機 ルンバ700シリーズの画像 6,000円",6000,False,,770,770.0,700.0
"★美品★iRobot ルンバ536 ピンク大理石調 バッテリー100分以上可動の画像 11,999円",11999,False,,536,530.0,500.0
"ルンバ i7+ ロボット掃除機 アイロボット 掃除ロボット i755060 新品の画像 66,666円",66666,False,,755,750.0,700.0
"IROBOT ルンバ 875の画像 14,280円",14280,False,,875,870.0,800.0
"IROBOT ルンバの画像 38,000円",38000,False,,,,
"ルンバ ・ディスカバリー 5218 ダスト容器フィルターの画像 1,830円",1830,False,,,,
"iRobot ルンバ i2 グレー  新品未使用の画像 31,000円",31000,False,,,,
"IROBOT ルンバ I7の画像 42,000円",42000,False,,,,
"ルンバ純正 エッジブラシモジュールの画像 1,200円",1200,False,,,,
"【美品】 ルンバ 691 IROBOT Roomba 691 ロボット掃除機の画像 22,000円",22000,False,,691,690.0,600.0
"IROBOT ルンバ 871の画像 10,800円",10800,False,,871,870.0,800.0
"IROBOT ルンバ 680の画像 14,400円",14400,False,,680,680.0,600.0
"ルンバの画像 30,000円",30000,False,,,,
"IROBOT ルンバ 870の画像 11,111円",11111,False,,870,870.0,800.0
"ロボット掃除機ルンバ タイヤモジュールの画像 2,000円",2000,False,,,,
"IROBOT ルンバ E5 2022年購入の画像 33,000円",33000,False,2022.0,,,
"IROBOT ルンバ 960の画像 17,777円",17777,False,,960,960.0,900.0
"ルンバ 700 シリーズ ロボット掃除機の画像 8,700円",8700,False,,,,
"i Robot ルンバの画像 8,000円",8000,False,,,,
"【試運転のみ】アイロボット ルンバ 641の画像 18,000円",18000,False,,641,640.0,600.0
"【未開封品】アイロボット ルンバ 625の画像 25,000円",25000,False,,625,620.0,600.0
"✨iRobot Roomba ルンバ 870,880 用 取っ手の画像 1,699円",1699,False,,870,870.0,800.0
"最終値引 希少モデル 限定ルンバ623 新品サイドブラシ2個付 花柄カバーの画像 7,099円",7099,False,,623,620.0,600.0
"ルンバ693の画像 22,999円",22999,False,,693,690.0,600.0
"iRobot ルンバe5 e5150の画像 18,400円",18400,False,,,,
"iRobot(アイロボット) ルンバ600シリーズ (ジャンク品)の画像 3,750円",3750,True,,,,
"新品バッテリーiRobot アイロボット ルンバ627.628の2台セットの画像 31,000円",31000,False,,628,620.0,600.0
"【5年保障あり】ルンバ i7 新品未使用 未開封の画像 52,000円",52000,False,,,,
"【新品未使用!】iRobotルンバ ダストカットフィルター(2個セット)の画像 1,980円",1980,False,,,,
"【新品未使用!】ルンバ デュアルバーチャルウォール その2の画像 5,980円",5980,False,,,,
"【新品未使用!】ルンバ デュアルバーチャルウォール その1の画像 5,980円",5980,False,,,,
"ルンバ  500シリーズ   17063 アイロボット   ルンバ用の画像 1,999円",1999,False,,,,
"ロボット掃除機 「ルンバ」 i7 ダークグレー i715060の画像 42,000円",42000,False,,715,710.0,700.0
"IROBOT ルンバ I7+の画像 60,000円",60000,False,,,,
"iRobot ルンバ880 部品の画像 3,500円",3500,False,,880,880.0,800.0
"✨新品未開封✨ルンバ694の画像 20,000円",20000,False,,694,690.0,600.0
"ルンバホームベース 17070 充電器の画像 4,500円",4500,False,,,,
"アイロボット ブラーバ 380J 2017年製 240分稼働確認 ルンバ 掃除機の画像 15,300円",15300,False,2017.0,,,
"IROBOT ルンバ I7+ 空箱のみの画像 3,000円",3000,False,,,,
"ルンバ 878 roombaの画像 11,111円",11111,False,,878,870.0,800.0
"ルンバの画像 1,600円",1600,False,,,,
"★10/11値下げ★新品★iRobot ルンバi3+ ロボット掃除機の画像 62,500円",62500,False,,,,
"ルンバ885 国内正規品 新品大容量リチウムイオンバッテリーの画像 32,000円",32000,False,,885,880.0,800.0
"IRobot ルンバ 動作正常エラーなしの画像 12,000円",12000,False,,,,
"ルンバ 780 ジャンク品の画像 2,700円",2700,True,,780,780.0,700.0
"ルンバ780の画像 21,000円",21000,False,,780,780.0,700.0
"ルンバ Roomba 630 動作確認済 クリーニング済の画像 10,300円",10300,False,,630,630.0,600.0
"ルンバj7用純正 ダストボックス、フィルター、ブラシの画像 4,000円",4000,False,,,,
"IROBOT ルンバ 800の画像 10,000円",10000,False,,,,
"【美品】iRobot ルンバ i7   保証ありの画像 49,500円",49500,False,,,,
"ルンバ 780 【バッテリー弱め】の画像 6,800円",6800,False,,780,780.0,700.0
"新品⭐︎IROBOT ルンバ 680の画像 22,000円",22000,False,,680,680.0,600.0
"iRobot Roomba ルンバj7の画像 87,000円",87000,False,,,,
"IROBOT ルンバ E5の画像 19,500円",19500,False,,,,
"IROBOT ルンバ 570 ジャンク品の画像 2,800円",2800,True,,570,570.0,500.0
"IROBOT ルンバ E5の画像 35,000円",35000,False,,,,
"ルンバ 付属品の画像 1,100円",1100,False,,,,
"【商品説明用】ルンバの画像 99,999円",99999,False,,,,
"ルンバ用フィルター4枚 18152 500、600シリーズ対応の画像 1,000円",1000,False,,,,
"IROBOT ルンバ890の画像 15,000円",15000,False,,890,890.0,800.0
"iRobot Roomba 780 ロボット掃除機 ルンバの画像 8,300円",8300,False,,780,780.0,700.0
"アイロボット iRobot ルンバ 700 シリーズ 部品の画像 2,000円",2000,False,,,,
"ルンバ Roomba i7 i715060 ロボット 掃除機の画像 74,300円",74300,False,,715,710.0,700.0
"IROBOT ルンバ roomba 527 動作品の画像 3,300円",3300,False,,527,520.0,500.0
"ジャンク エラー5 IROBOT ルンバ 880の画像 4,000円",4000,True,,880,880.0,800.0
"iRobot アイロボット ルンバ 760の画像 15,700円",15700,False,,760,760.0,700.0
"【新品未開封】 ルンバ i2 グレー i215860の画像 31,300円",31300,False,,215860,210.0,200.0
"ルンバ500シリーズ 付属品の画像 1,700円",1700,False,,,,
"ルンバ 620の画像 4,320円",4320,False,,620,620.0,600.0
"【一応ジャンク】iRobot 770 ルンバ Roombaの画像 2,600円",2600,True,,770,770.0,700.0
"ルンバ i2 ロボット掃除機 Roomba iRobot 新品 未使用 未開封の画像 34,000円",34000,False,,,,
"新品未開封 アイロボット ルンバ i7+ 自動ゴミ収集機付きの画像 85,000円",85000,False,,,,
"ルンバ 交換備品の画像 1,500円",1500,False,,,,
"☆IROBOT アイロボット ルンバ892☆の画像 19,000円",19000,False,,892,890.0,800.0
"iRobot ルンバ i7 ロボット掃除機 アイロボットの画像 38,900円",38900,False,,,,
"アイロボット ルンバ621 iRobotの画像 28,600円",28600,False,,621,620.0,600.0
"【未使用】ルンバ500シリーズ メンテナンスパーツセットの画像 1,700円",1700,False,,,,
"【新品未開封】ルンバ671 アイロボット iRobot Roomba671の画像 42,300円",42300,False,,671,670.0,600.0
"新品未開封 アイロボット ロボット掃除機 ルンバi3+ I355060の画像 66,000円",66000,False,,,,
"Roombaルンバ560の消耗品セット  各種ブラシ3種+ フィルター 計8点の画像 1,380円",1380,False,,560,560.0,500.0
"ルンバ バーチャルウォール IROBOTの画像 1,000円",1000,False,,,,
"IROBOT ブラーバジェット250 ルンバの画像 20,000円",20000,False,,,,
"iRobot ルンバ附属品 型番不明の画像 1,100円",1100,False,,,,
"ルンバ バーチャルウォール2個セットの画像 1,500円",1500,False,,,,
"iRobot ルンバ 595海外仕様(国内用ACアダプター、日本語マニュアル付)の画像 5,000円",5000,False,,595,590.0,500.0
"ルンバ ダストボックス ブラシ フィルター 部品 パーツ 格安 まとめて セットの画像 2,870円",2870,False,,,,
"ルンバ700バーチャルウォールの画像 1,700円",1700,False,,,,
"安心の動作保証ok ルンバ 純正 バッテリー 状態良好 バッテリー本体 格安の画像 4,770円",4770,False,,,,
"ルンバ  タイヤモジュール 動作確認済み バネ付き 左右セット 部品 パーツの画像 2,870円",2870,False,,,,
"ルンバ 642 エッジクリーニング 部 モーター USED 回転部 希少パーツの画像 2,200円",2200,False,,642,640.0,600.0
"純正品 希少 パーツ 部品 ルンバ 642 底面 カバー USED 中古 格安の画像 2,870円",2870,False,,642,640.0,600.0
"ルンバ バーチャルウォール リモコンの画像 1,700円",1700,False,,,,
"アイロボット 自動掃除機 ルンバ 980の画像 48,000円",48000,False,,980,980.0,900.0
"iRobot ルンバ 527の画像 4,000円",4000,False,,527,520.0,500.0
"IROBOT ルンバ643 新品未使用(開封済み)の画像 27,000円",27000,False,,643,640.0,600.0
"IROBOT ルンバ980の画像 48,000円",48000,False,,980,980.0,900.0
"【新品未使用】ルンバ バーチャルウォール リモコン、電池の画像 1,760円",1760,False,,,,
"交換用紙パック (3枚) ルンバ用 アイロボット 4648034【正規品】の画像 2,080円",2080,False,,,,
"交換用紙パック (3枚) ルンバ用 アイロボット 4648034【正規品】の画像 2,080円",2080,False,,,,
"アイロボット ブラーバ 380J 2017年製 240分稼働確認 ルンバ 掃除機の画像 14,300円",14300,False,2017.0,,,
"ルンバ専用ブラシ1セット&フィルター8枚の画像 1,500円",1500,False,,,,
"ルンバ770 3     動作確認済の画像 5,499円",5499,False,,770,770.0,700.0
"iRobot ルンバ870 R870060の画像 13,800円",13800,False,,870,870.0,800.0
"IROBOT ルンバ 870の画像 11,000円",11000,False,,870,870.0,800.0
"Roomba 国内正規品 ロボット掃除機 ルンバi7+の画像 53,000円",53000,False,,,,
"IROBOT 780 ルンバの画像 4,400円",4400,False,,780,780.0,700.0
"IROBOT ルンバ I7 【新品】の画像 47,000円",47000,False,,,,
"ルンバ Roomba 500シリーズ 基板、ダストボックス、メインモジュールの画像 2,699円",2699,False,,,,
"IROBOT ルンバ 885の画像 15,000円",15000,False,,885,880.0,800.0
"IROBOT ルンバ980 アイロボット 未使用品の画像 68,800円",68800,False,,980,980.0,900.0
"IROBOT アイロボット ルンバ E5の画像 23,700円",23700,False,,,,
"上位機種*IROBOT ルンバ892 長期保証!センサー,消耗品オプション多数の画像 37,999円",37999,False,,892,890.0,800.0
"ルンバの画像 20,000円",20000,False,,,,
"IROBOOT  ルンバ ブラシモジュール  800/900用 中古  純正品の画像 2,100円",2100,False,,,,
"IROBOOT  ルンバ ブラシモジュール  緑色  中古  純正品の画像 1,300円",1300,False,,,,
"【中古美品】IROBOT ルンバ E5の画像 44,000円",44000,False,,,,
"【新品未使用】IROBOT ルンバ i7+ 55060アイロボット全自動掃除機の画像 73,000円",73000,False,,,,
"IROBOT ルンバ627 箱・取り扱い説明書付きの画像 8,777円",8777,False,,627,620.0,600.0
"IROBOT ルンバ643の画像 15,000円",15000,False,,643,640.0,600.0
"iRobot Roomba  ルンバ770の画像 3,600円",3600,False,,770,770.0,700.0
"iRobot Roomba (ルンバ)タイヤモジュール (右)の画像 3,100円",3100,False,,,,
"値下げ!アイロボット ルンバi2158 新品未開封の画像 36,000円",36000,False,,,,
"ロボット掃除機 IROBOT ルンバ 694 未使用 9143の画像 24,500円",24500,False,,694,690.0,600.0
"iRobot ルンバ用バーチャルウォール 500/600/700シリーズ対応の画像 1,400円",1400,False,,,,
"《!空箱!》IROBOT ルンバ I7の画像 2,222円",2222,False,,,,
"ルンバ e5  iRobotの画像 24,500円",24500,False,,,,
"iRobot Roomba ルンバ 960★予備パーツ付き★の画像 19,900円",19900,False,,960,960.0,900.0
"IROBOT ルンバ 960の画像 19,500円",19500,False,,960,960.0,900.0
"ルンバ e5  2024.11.19まで延長保証あり 新品の画像 33,000円",33000,False,,,,
"IROBOT ルンバ980 (ジャンク)の画像 17,000円",17000,True,,980,980.0,900.0
"国内正規品iRobot ルンバ671 新品未使用の画像 26,500円",26500,False,,671,670.0,600.0
"IROBOT ルンバ 885  中古の画像 9,000円",9000,False,,885,880.0,800.0
"ロボット掃除機ルンバ パーツの画像 1,300円",1300,False,,,,
"IROBOT ルンバ E5 箱のみの画像 1,500円",1500,False,,,,
"ルンバ 部品の画像 5,555円",5555,False,,,,
"IROBOT ルンバ890の画像 16,100円",16100,False,,890,890.0,800.0
"アイロボットルンバの画像 36,900円",36900,False,,,,
"IROBOT ルンバ I7の画像 63,000円",63000,False,,,,
"ルンバ 消耗品の画像 1,000円",1000,False,,,,
"アイロボット ロボット掃除機 ルンバi3+ I355060の画像 68,000円",68000,False,,,,
"iRobot ルンバ Roomba 980 ロボット掃除機 正規の画像 26,500円",26500,False,,980,980.0,900.0
"IROBOT ルンバ 870の画像 6,999円",6999,False,,870,870.0,800.0
"ルンバ純正のダストボックス 7の画像 1,799円",1799,False,,,,
"iRobot  ルンバ880 付属品の画像 1,670円",1670,False,,880,880.0,800.0
"IROBOT ルンバ I7+ 国内正規品 i755060の画像 75,000円",75000,False,,755,750.0,700.0
"iRobot ルンバi7+ i755060  ルンバ 新品未開封 国内外正規品の画像 98,000円",98000,False,,755,750.0,700.0
"iRobot ルンバ ダストカットフィルター 2個セット未使用品の画像 1,710円",1710,False,,,,
"iRobot(アイロボット) ルンバ(Roomba)880 国内正規品の画像 17,100円",17100,False,,880,880.0,800.0
"ルンバ純正のサイドブラシモジュール 6の画像 1,899円",1899,False,,,,
"IROBOT ルンバ 880 ジャンク品の画像 8,888円",8888,True,,880,880.0,800.0
"IROBOT ルンバ 871 使用感あり、動作OK、値下げしましたの画像 6,550円",6550,False,,871,870.0,800.0
"ルンバのタイヤモジュール 8    右(R)側のみの画像 1,499円",1499,False,,,,
"【新品】 ルンバ Roomba i7 i715060の画像 48,500円",48500,False,,715,710.0,700.0
"IROBOT 780 ルンバの画像 5,000円",5000,False,,780,780.0,700.0
"ルンバ 付属品 消耗品の画像 2,180円",2180,False,,,,
"C-1 iRobot Roomba ルンバ 551 自動掃除機の画像 12,000円",12000,False,,551,550.0,500.0
"IROBOT ルンバ626の画像 8,000円",8000,False,,626,620.0,600.0
"【最上位機種/中古】iRobot ルンバs9+の画像 91,800円",91800,False,,,,
"ルンバ700シリーズ ブラシの画像 1,000円",1000,False,,,,
"iRobot Roomba SCHEDULER ルンバ(生活に未使用)の画像 9,500円",9500,False,,,,
"IROBOT ルンバ692の画像 13,500円",13500,False,,692,690.0,600.0
"iRobot ルンバ780の画像 7,900円",7900,False,,780,780.0,700.0
"ルンバ671セットの画像 19,800円",19800,False,,671,670.0,600.0
"ルンバ デュアルバーチャルウォールの画像 4,300円",4300,False,,,,
"iRobot/アイロボット  ルンバ890  ロボット掃除機の画像 18,600円",18600,False,,890,890.0,800.0
"iRobotロボット掃除機(ルンバ)用交換フィルター 500シリーズ専用の画像 1,300円",1300,False,,,,
"【⭐️新品未使用】IROBOT ルンバ I7(5年延長保証付き)の画像 49,800円",49800,False,,,,
"新品・未開封 ルンバ i7 2019年フラッグシップモデルの画像 45,000円",45000,False,2019.0,,,
"IROBOT ルンバ980の画像 30,000円",30000,False,,980,980.0,900.0
"新品 iRobot ルンバ 正規品 デュアルアクション ブラシ 交換の画像 4,222円",4222,False,,,,
"IROBOT ルンバ 960 ジャンク品の画像 14,000円",14000,True,,960,960.0,900.0
"★10/2値下げ★新品★ iRobot ルンバi3+ ロボット掃除機の画像 63,000円",63000,False,,,,
"14☆純正 新品☆ルンバ e5 i2 i3 i7 j7 デュアルアクション ブラシの画像 4,149円",4149,False,,,,
"ルンバ 770 中古品 作動確認済の画像 7,500円",7500,False,,770,770.0,700.0
"ルンバ530の画像 6,000円",6000,False,,530,530.0,500.0
"【値下】IROBOT ルンバ 628の画像 18,000円",18000,False,,628,620.0,600.0
"IROBOT ルンバ I7+の画像 72,000円",72000,False,,,,
"【美品】ルンバ Roomba 680 バッテリー100分連続可動の画像 16,999円",16999,False,,680,680.0,600.0
"【⭐️新品未使用】IROBOT ルンバ I7(5年延長保証付き)の画像 49,800円",49800,False,,,,
"a1☆純正 現行 S☆ ルンバ e i jシリーズ エッジブラシ & フィルターの画像 1,549円",1549,False,,,,
"ルンバe5 ブラシ&フィルター 正規品の画像 1,999円",1999,False,,,,
"ルンバ メインブラシ フレキシブルブラシの画像 2,400円",2400,False,,,,
"【完全未開封】IROBOTルンバe5(搬送用外装箱ごと未開封、完全新品)の画像 31,800円",31800,False,,,,
"ルンバ iRobot 純正アクセサリーの画像 1,800円",1800,False,,,,
"ルンバ700シリーズ用 スペアセットの画像 2,000円",2000,False,,,,
"ルンバ536 ピンクリボンモデル 2011年製 ジャンクの画像 2,200円",2200,True,2011.0,536,530.0,500.0
"IROBOT ルンバ890の画像 10,000円",10000,False,,890,890.0,800.0
"【新品未開封】IROBOT ルンバ E5の画像 28,000円",28000,False,,,,
"【配送料込み】IROBOT ルンバ E5 #IROBOT #IROBOTの画像 25,600円",25600,False,,,,
"【国内正規品】 ロボット掃除機 「ルンバ」 i7  5年保証の画像 54,800円",54800,False,,,,
"IROBOT ルンバ 885の画像 12,100円",12100,False,,885,880.0,800.0
"iRobot ルンバ 880 リモコン/バーチャルウォール/フィルタ2個の画像 1,980円",1980,False,,880,880.0,800.0
"IROBOT ルンバ I7 新品未開封の画像 55,000円",55000,False,,,,
"ルンバ バーチャルウォール2個の画像 2,320円",2320,False,,,,
"ルンバ ダストカットフィルターの画像 1,500円",1500,False,,,,
"IROBOT 770 ルンバの画像 6,000円",6000,False,,770,770.0,700.0
"IRoboot  ルンバ  サイドモジュール  純正品  中古の画像 1,300円",1300,False,,,,
"iRobot ルンバ i7 ロボット掃除機 ダークグレーの画像 56,800円",56800,False,,,,
"IROBOTルンバ 770 ジャンク品 付属品付きの画像 3,999円",3999,True,,770,770.0,700.0
"【新品•未使用】IROBOT ルンバ I7+の画像 69,000円",69000,False,,,,
"iRobot ルンバ i7 ロボット掃除機 ダークグレー  5年保証付の画像 54,770円",54770,False,,,,
"ジャンク ルンバ R621060 ★10の画像 8,600円",8600,True,,621,620.0,600.0
"【専用】[取引中]iRobot Roombaルンバ 880の画像 4,900円",4900,False,,880,880.0,800.0
"IROBOT ルンバ E5の画像 28,000円",28000,False,,,,
"IROBOT ルンバ 870の画像 9,280円",9280,False,,870,870.0,800.0
"IROBOT ルンバ I7の画像 59,500円",59500,False,,,,
"ルンバ 純正 ACアダプター 17062の画像 2,980円",2980,False,,,,
"IROBOT ルンバ980  未使用の画像 47,000円",47000,False,,980,980.0,900.0
"iRobot ルンバ e5 e515060 E5 新品未開封 掃除機の画像 32,500円",32500,False,,515,510.0,500.0
"【新品未開封】床拭きロボット ブラーバジェットm6 グラファイト ルンバと連携の画像 45,100円",45100,False,,,,
"ルンバ700シリーズ用 パーツセットの画像 2,180円",2180,False,,,,
"iRobot ルンバ ローラーブラシ中古  ジャンク品 8本セットの画像 1,499円",1499,True,,,,
"ルンバ 500/600/700シリーズ予備部品セット 中古  純正品の画像 2,300円",2300,False,,,,
"IROBOOT  ルンバ タイヤモジュール左右セット 中古  純正品の画像 1,700円",1700,False,,,,
"【値下げ】アイロボット iRobot ルンバ620 純正の画像 4,000円",4000,False,,620,620.0,600.0
"【新品未使用】IROBOT ルンバ I7+の画像 77,480円",77480,False,,,,
"iRobotルンバ870オートバーチャルウォールの画像 4,000円",4000,False,,870,870.0,800.0
"ルンバ純正 メインブラシモジュール  + ブラシクリーニングツール(新品)付きの画像 1,400円",1400,False,,,,
"激安!ルンバ 500シリーズ(600の一部) ダストボックスの画像 3,999円",3999,False,,,,
"【新品】IROBOT ルンバ E5の画像 29,550円",29550,False,,,,
"IROBOT ルンバ E5 515060の画像 29,000円",29000,False,,515,510.0,500.0
"【送料無料】iRobot ルンバ 960 ロボット掃除機の画像 19,800円",19800,False,,960,960.0,900.0
"iRobot ルンバ ジャンク品の画像 8,600円",8600,True,,,,
"IROBOT ルンバ 622の画像 5,600円",5600,False,,622,620.0,600.0
"新品 iRobot Roomba ルンバ 純正 バッテリー 日本語の画像 9,798円",9798,False,,,,
"iRobot ルンバ800シリーズの画像 3,100円",3100,False,,,,
"ルンバ IROBOT E5 ☆新品未使用☆未開封 お値下げしました!の画像 33,000円",33000,False,,,,
"【新品未使用】アイロボット/ルンバ/e5/ロボット掃除機/ブラック/黒の画像 31,780円",31780,False,,,,
"IROBOT ルンバ 885の画像 15,999円",15999,False,,885,880.0,800.0
"IRobot ルンバ i7+ ロボット掃除機 アイロボット 自動ゴミ収集の画像 72,400円",72400,False,,,,
"iRobot ルンバのセンサー バーチャルウォールの画像 4,000円",4000,False,,,,
"アイロボット 自動掃除機ルンバ 2台セットの画像 12,800円",12800,False,,,,
"ルンバ692 ⭐︎新品未使用⭐︎の画像 26,500円",26500,False,,692,690.0,600.0
"ジャンク品 IROBOT ルンバ 2台(527・577)   バッテリー1個の画像 6,200円",6200,True,,527,520.0,500.0
"IROBOOT ルンバ 880 885専用 補修用プリント基板   中古 純正品の画像 2,200円",2200,False,,885,880.0,800.0
"IROBOT ルンバ E5の画像 28,000円",28000,False,,,,
"IROBOT ルンバE5の画像 19,999円",19999,False,,,,
"IROBOT ルンバ 870の画像 10,900円",10900,False,,870,870.0,800.0
"ルンバ I7+の画像 52,000円",52000,False,,,,
"IRoboot  ルンバ  500シリーズ用  予備部品セット  純正品  中古の画像 2,200円",2200,False,,,,
"ルンバ800シリーズ用 リモコン【新品】【送料込】の画像 2,000円",2000,False,,,,
"iRobot Roomba ロボット掃除機 ルンバ 870 【日本仕様正規品】の画像 12,000円",12000,False,,870,870.0,800.0
"2台 未開封 ルンバ i2アイロボットの画像 70,000円",70000,False,,,,
"IROBOT ルンバ 537の画像 15,000円",15000,False,,537,530.0,500.0
"IROBOT ルンバ 960の画像 40,000円",40000,False,,960,960.0,900.0
"ルンバ 700シリーズ フィルターセットの画像 1,300円",1300,False,,,,
"【正規品】 AeroVacフィルター (3個セット) ルンバ 600 シリーズの画像 1,600円",1600,False,,,,
"ルンバ 500シリーズ付属品 11点の画像 3,700円",3700,False,,,,
"ルンバ メインブラシモジュールの画像 2,999円",2999,False,,,,
"今年新商品未開封 3年保証 ルンバ最新i2シリーズi215860の画像 34,000円",34000,False,,215860,210.0,200.0
"ルンバ部品 ルンバ 掃除機 アイロボットの画像 1,800円",1800,False,,,,
"iRobot ルンバ 980 2017型の画像 19,800円",19800,False,,980,980.0,900.0
"IROBOT ルンバ643の画像 11,111円",11111,False,,643,640.0,600.0
"ルンバ パーツ タイヤ モジュール 641より部品取り アイロボット rumbaの画像 3,200円",3200,False,,641,640.0,600.0
"ルンバiRobot交換部品 2点×2  合計4点の画像 1,000円",1000,False,,,,
"IROBOT ルンバ e5 e5150の画像 29,000円",29000,False,,,,
"【週末までの限定値下げ】新品未使用 アイロボット ルンバ i3+の画像 62,000円",62000,False,,,,
"IROBOT ルンバ E5の画像 29,900円",29900,False,,,,
"IROBOT ルンバ 本体以外の部品の画像 1,480円",1480,False,,,,
