name,price,junk,year,model,mid_model,big_model
"iRobot Roomba  ルンバ 付属品の画像 2,500円",2500,False,,,,
"【新品・未使用】ルンバ i7 ロボット掃除機 アイロボット  i715060の画像 79,000円",79000,False,,715,710.0,700.0
"ルンバ 600シリーズ アクセサリの画像 1,666円",1666,False,,,,
"IROBOT ルンバ 960の画像 24,000円",24000,False,,960,960.0,900.0
"ルンバ i2ロボット掃除機の画像 35,000円",35000,False,,,,
"【未使用品】IROBOT ルンバ 691の画像 24,400円",24400,False,,691,690.0,600.0
"★極上美品 ゴムタイヤ新品★iRobot ルンバ タイヤモジュール ネジ付きの画像 2,999円",2999,False,,,,
"iROBOT ルンバ E5の画像 29,800円",29800,False,,,,
"IROBOT ルンバ980の画像 52,222円",52222,False,,980,980.0,900.0
"IROBOT ルンバ 622 送料込の画像 11,000円",11000,False,,622,620.0,600.0
"ルンバ500シリーズ リモコンの画像 1,200円",1200,False,,,,
"IROBOT ルンバ 871 【ジャンク】の画像 6,200円",6200,True,,871,870.0,800.0
"iRobotルンバ 付属品 純正品 動作未確認の画像 3,000円",3000,False,,,,
"ルンバ 700シリーズ 消耗品の画像 1,300円",1300,False,,,,
"ルンバ880→885新品大容量リチウムイオンの画像 49,000円",49000,False,,885,880.0,800.0
"IROBOT ルンバ643の画像 11,000円",11000,False,,643,640.0,600.0
"IROBOT ルンバ892 箱付き 美品 スマホ操作可能の画像 14,980円",14980,False,,892,890.0,800.0
"【新品/未開封】ロボット掃除機 ルンバ i2の画像 37,800円",37800,False,,,,
"大量!ルンバ 段差断崖センサー、フロントバンパーセンサー 8セットの画像 3,999円",3999,False,,,,
"ルンバ純正のダストカットフィルター 2個セット9の画像 1,500円",1500,False,,,,
"IROBOT ルンバ980 未使用、未開封の画像 42,800円",42800,False,,980,980.0,900.0
"IROBOT ルンバ 621 ジャンク品の画像 3,999円",3999,True,,621,620.0,600.0
"ルンバ 780の画像 13,333円",13333,False,,780,780.0,700.0
"◆格安提供 ★リユース美品★ルンバ Roomba 770の画像 5,580円",5580,False,,770,770.0,700.0
"2012年製 iRobot ルンバ 780の画像 9,000円",9000,False,2012.0,780,780.0,700.0
"IROBOT ルンバ 871 分解清掃済み バッテリー新品の画像 13,000円",13000,False,,871,870.0,800.0
"IRoboot  ルンバ  ブラシモジュール 黒色   純正品の画像 1,400円",1400,False,,,,
"ルンバ527  ジャンク品の画像 4,000円",4000,True,,527,520.0,500.0
"ルンバ780 充電不可品の画像 16,900円",16900,False,,780,780.0,700.0
"ルンバ880国内正規品新品大容量バッテリーの画像 44,500円",44500,False,,880,880.0,800.0
"ルンバ770 2012年製造 2台の画像 20,000円",20000,False,2012.0,770,770.0,700.0
"ルンバ IROBOT 620 Rumbaの画像 6,480円",6480,False,,620,620.0,600.0
"iRobot ルンバ 642 ロボット掃除機 600シリーズの画像 11,111円",11111,False,,642,640.0,600.0
"IROBOT ルンバ 622 ジャンク品の画像 4,980円",4980,True,,622,620.0,600.0
"IRoboot  ルンバ  サイドモジュール  純正品  中古の画像 1,300円",1300,False,,,,
"ルンバ純正のハンドル 3の画像 1,000円",1000,False,,,,
"IROBOT ルンバ バーチャルウォール3個セットの画像 1,450円",1450,False,,,,
"【新品未使用品】iRobot ルンバ i2 2022年7月発売モデルの画像 36,999円",36999,False,2022.0,,,
"IROBOT ルンバ 870の画像 8,000円",8000,False,,870,870.0,800.0
"iRobot  ルンバ538   品管N035の画像 14,800円",14800,False,,538,530.0,500.0
"新品大容量バッテリールンバ885国内正規品の画像 52,000円",52000,False,,885,880.0,800.0
"iRobot アイロボット ルンバの画像 9,800円",9800,False,,,,
"iRobot クリーナー ルンバ i3+ グレーの画像 65,000円",65000,False,,,,
"IROBOT ルンバ I7の画像 46,000円",46000,False,,,,
"【送料込】Robot Roomba e5+ アイロボット ルンバの画像 35,000円",35000,False,,,,
"アイロボット ルンバ i7+ 新品未使用品の画像 67,980円",67980,False,,,,
"自動掃除機 iRobot Roomba アイロボット ルンバ577 動作確認済の画像 9,900円",9900,False,,577,570.0,500.0
"iRobot ルンバ ローラーブラシ中古  ジャンク品 8本セットの画像 1,499円",1499,True,,,,
"正規品 ルンバ バッテリー 3500mAh 交換用ブラシ 500シリーズ セットの画像 7,480円",7480,False,,,,
"iRobot Roomba アイロボット ルンバ770の画像 12,000円",12000,False,,770,770.0,700.0
"入荷!!️完全未開封の新品!!️IROBOT ルンバ E5の画像 35,000円",35000,False,,,,
"新品純正リチウムイオンバッテリールンバ627国内正規品の画像 17,500円",17500,False,,627,620.0,600.0
"本体のみ 動作確認済み iRobot ルンバ 780の画像 8,999円",8999,False,,780,780.0,700.0
"iRobot アイロボット ルンバ⭐️交換部品付⭐️の画像 15,000円",15000,False,,,,
"バッテリー新品 iRobot ルンバ 770 Roomba箱説、付属品付きの画像 14,999円",14999,False,,770,770.0,700.0
"ルンバ バーチャルウォール2個セットの画像 2,150円",2150,False,,,,
"IROBOT ルンバ 628の画像 10,000円",10000,False,,628,620.0,600.0
"IROBOOT 掃除機  ルンバ 800シリーズ プリント基板 中古 純正品の画像 1,900円",1900,False,,,,
"ルンバ 642の画像 23,999円",23999,False,,642,640.0,600.0
"IROBOT 780 ルンバ 2012年製 当時の最上位機種の画像 7,500円",7500,False,2012.0,780,780.0,700.0
"B☆純正 新品訳あり☆ ルンバ e i jシリーズ エッジブラシ & フィルターの画像 1,399円",1399,False,,,,
"ルンバ   純正品   アダプター&ホームベースの画像 3,999円",3999,False,,,,
"★新品★ルンバ800 900専用フィルター×4 エッジブラシ×4 互換品 消耗品の画像 1,380円",1380,False,,,,
"【アイロボット公式】 ロボット掃除機 ルンバ e5 ブラックの画像 30,000円",30000,False,,,,
"IROBOT ルンバ890の画像 80,000円",80000,False,,890,890.0,800.0
"【ジャンク品】iRobot ルンバ560の画像 3,500円",3500,True,,560,560.0,500.0
"新品純正リチウムイオンバッテリー アイロボット iRobot ルンバ628の画像 17,500円",17500,False,,628,620.0,600.0
"iRobot roomba ルンバ 531 ホワイト(バッテリー新品 完動品)の画像 11,111円",11111,False,,531,530.0,500.0
"IROBOT ルンバの画像 27,000円",27000,False,,,,
"IROBOT ルンバの画像 39,880円",39880,False,,,,
"IROBOT ルンバ I7の画像 59,000円",59000,False,,,,
"IROBOT ルンバ 622の画像 26,000円",26000,False,,622,620.0,600.0
"ルンバのサイドエッジブラシ 2つセットの画像 1,300円",1300,False,,,,
"ルンバ500.700シリーズ バーチャルウォールの画像 1,300円",1300,False,,,,
"ルンバ760 ジャング品の画像 1,800円",1800,False,,760,760.0,700.0
"ルンバ561 ジャンクの画像 2,600円",2600,True,,561,560.0,500.0
"純正品 ルンバ700シリーズ パーツ 新品未使用の画像 1,499円",1499,False,,,,
"【値下げ】IROBOT ルンバ537(ジャンク品)の画像 3,980円",3980,True,,537,530.0,500.0
"iRobot ルンバ 810-Lighthouse  2個セットの画像 1,100円",1100,False,,810,810.0,800.0
"IROBOT ルンバ641の画像 13,900円",13900,False,,641,640.0,600.0
"ルンバ500 ルンバ600ジャンク 交換バッテリー リモコン バーチャルウォールの画像 9,800円",9800,True,,,,
"ルンバのセンサーの画像 1,600円",1600,False,,,,
"ルンバ純正のタイヤモジュール 6   動作確認済の画像 1,999円",1999,False,,,,
"ルンバ純正のメインブラシモジュール 2   動作確認済の画像 1,900円",1900,False,,,,
"IROBOT ルンバ E5 替えのフィルター&ブラシ付きの画像 30,400円",30400,False,,,,
"ルンバ500シリーズの画像 1,000円",1000,False,,,,
"ルンバ627.628白黒2台セット新品大容量バッテリーの画像 32,000円",32000,False,,628,620.0,600.0
"【訳あり】iRobot ルンバ【ジャンク】の画像 2,500円",2500,True,,,,
"iRobot Roomba アイロボット ルンバ 537Jの画像 7,000円",7000,False,,537,530.0,500.0
"Iロボット15年製 ルンバ885 ロボット掃除機の画像 20,900円",20900,False,,885,880.0,800.0
"iRobot Roomba693 アイロボット ルンバ693 お掃除ロボットの画像 23,000円",23000,False,,693,690.0,600.0
"【純正】iRobot ルンバ お部屋ナビ 800/700/500シリーズ対応の画像 1,499円",1499,False,,,,
"IROBOT ルンバ 白青 527 本体のみの画像 2,780円",2780,False,,527,520.0,500.0
"iRobot純正 ルンバ ダストボックスの画像 2,980円",2980,False,,,,
"【新品】アイロボット ルンバi2  お掃除ロボットの画像 37,800円",37800,False,,,,
"IROBOT ルンバ I7の画像 50,000円",50000,False,,,,
"【値下げしました!】iRobot アイロボット ルンバ530の画像 3,500円",3500,False,,530,530.0,500.0
"ルンバ  ジャンクの画像 3,800円",3800,True,,,,
"ルンバ 875 Liteの画像 31,000円",31000,False,,875,870.0,800.0
"ルンバ純正のサイドブラシモジュール 4   動作確認済の画像 1,999円",1999,False,,,,
"IROBOT ルンバ690の画像 26,000円",26000,False,,690,690.0,600.0
"ルンバ純正のメインブラシモジュール 1   動作確認済の画像 2,000円",2000,False,,,,
"ルンバ i2 新品未使用の画像 38,499円",38499,False,,,,
"【新品未使用未開封品】iRobot ルンバ i7+ ロボット掃除機の画像 83,000円",83000,False,,,,
"IROBOT ルンバ 641の画像 32,000円",32000,False,,641,640.0,600.0
"未開封!IROBOT ブラーバジェットM6 ホワイトの画像 37,900円",37900,False,,,,
"【完全新品・未使用】IROBOT ブラーバジェットM6の画像 34,800円",34800,False,,,,
"❤️大特価❤️お掃除ロボット新品 モップ掛け機能付き MOVA コードレス掃除機の画像 22,799円",22799,False,,,,
"IROBOT 620  リモコン有【値下げ】の画像 3,800円",3800,False,,620,620.0,600.0
"❤️大特価❤️ お掃除ロボット 新品 モップ掛け機能付き MOVA コードレス掃除機の画像 21,899円",21899,False,,,,
"【大量!】iRobot Roomba ダストボックス 50個セットの画像 3,999円",3999,False,,,,
"【格安】iRobot Roomba タイヤモジュール 15個セット ジャンクの画像 3,999円",3999,True,,,,
"IROBOT ブラーバ390Jの画像 32,000円",32000,False,,,,
"大特価❤️ 新品未使用 未開封 IROBOT ブラーバジェットM6 グラファイトの画像 39,400円",39400,False,,,,
"ジャンク品 iRobot  Roomba  アイロボット  12年製の画像 4,000円",4000,True,,,,
"使用回数少ない美品 iRobotブラーバ380j ロボット掃除機 スマート家電の画像 13,100円",13100,False,,,,
"✨【極上美品】Roomba 625 バッテリー100分可動確認済の画像 12,999円",12999,False,,625,620.0,600.0
"IROBOT ブラーバ380Jの画像 13,500円",13500,False,,,,
"【新品未使用】アイロボット IRobot ブラーバジェット m6 Alexa対応の画像 32,300円",32300,False,,,,
"iRobot 純正 ホームベース&電源コード
電源コード & ホームベースの画像 3,800円",3800,False,,,,
"✨Roomba 625 バッテリー100分可動確認済の画像 12,299円",12299,False,,625,620.0,600.0
"✨【美品!】Roomba 650 バッテリー100分可動確認済の画像 12,999円",12999,False,,650,650.0,600.0
"オートバーチャルウォールとお部屋ナビの画像 1,500円",1500,False,,,,
"【美品】iRobot Braava jet 240本体+ドライパッド8枚+洗剤の画像 12,800円",12800,False,,,,
"電池新品 ブラーバ 371j 自動水拭き 置く充電器付 ウイルス対策 掃除機の画像 10,680円",10680,False,,,,
"デュアルバーチャルウォールの画像 5,700円",5700,False,,,,
"ブラーバ最上位機種 iRobotブラーバジェットm6 英語版 ロボット掃除機の画像 46,500円",46500,False,,,,
"ブラーバ390J ウェットパッド クロス、交換用導水キャップ、洗剤(純正品)の画像 3,666円",3666,False,,,,
"IROBOT ブラーバジェットM6の画像 36,000円",36000,False,,,,
"Roomba 654 バッテリー100分可動確認済の画像 11,999円",11999,False,,654,650.0,600.0
"iRobot Braava 380j B380065の画像 13,880円",13880,False,,380065,380.0,300.0
"【格安】Roomba 627 バッテリー100分可動確認済の画像 10,999円",10999,False,,627,620.0,600.0
"【純正品】iRobotリチウムイオンバッテリー 4462425の画像 6,980円",6980,False,,,,
"✨Roomba 654 バッテリー100分可動確認済 美品!の画像 12,999円",12999,False,,654,650.0,600.0
"iRobot Roomba 527の画像 24,000円",24000,False,,527,520.0,500.0
"最安値 新品・未使用 Wi-Fi・Alexa対応iRobotブラーバジェットm6の画像 55,200円",55200,False,,,,
"バーチャルウォールの画像 1,300円",1300,False,,,,
"電池新品 IROBOT ブラーバ 380J 自動水拭き ウイルス対策の画像 10,780円",10780,False,,,,
"限定1台のみ iRobot ブラーバジェットm6 ロボット掃除機 スマート家電の画像 42,200円",42200,False,,,,
"iRobot ブラーバ ジェット m6 グラファイト 国内正規品の画像 52,000円",52000,False,,,,
"アイロボット(IRobot)型番‎R961060の画像 35,800円",35800,False,,961,960.0,900.0
"iRobot リチウムイオンバッテリーの画像 5,500円",5500,False,,,,
"アイロボット 公式 ダストカットフィルター 2個 セット 4419697の画像 1,699円",1699,False,,,,
"ジャンク品 IROBOT 780本体のみの画像 2,100円",2100,True,,780,780.0,700.0
"【新品未開封】IROBOT ブラーバジェット250の画像 20,500円",20500,False,,,,
"【新品、未使用、未開封!】値下げIROBOT ブラーバジェットM6 グラファイトの画像 33,999円",33999,False,,,,
"【ジャンク品】iRobot Roomba 595 バッテリー交換必須の画像 2,500円",2500,True,,595,590.0,500.0
"限定商品 確実正規品 今年購入 iRobotブラーバジェットm6 ロボット掃除機の画像 46,200円",46200,False,,,,
"【ジャンク】iRobot i3 基盤外装のみの画像 3,480円",3480,True,,,,
"ジャンク品IROBOT 770の画像 3,500円",3500,True,,770,770.0,700.0
"iRobot Roomba 960 (新品パーツ交換済)の画像 20,000円",20000,False,,960,960.0,900.0
"IROBOT 577 ブラック ジャンク品の画像 2,222円",2222,True,,577,570.0,500.0
"iRobot ブラーバジェット m6 M613360の画像 35,000円",35000,False,,613360,610.0,600.0
"IROBOT 780の画像 4,990円",4990,False,,780,780.0,700.0
"iRobot Roomba 870の画像 6,000円",6000,False,,870,870.0,800.0
"iRobot Roomba 780の画像 4,900円",4900,False,,780,780.0,700.0
"ブラーバジェット m6 アイロボット グラファイトの画像 36,000円",36000,False,,,,
"【中古品】iRobot /【ロボット掃除機用】 お部屋ナビ・ブラック 81002の画像 2,000円",2000,False,,,,
"IRobot ブラーバジェット M6 M613360の画像 40,000円",40000,False,,613360,610.0,600.0
"IROBOT 577 ブラック 付属のリモコンとバーチャルウォールの画像 2,200円",2200,False,,577,570.0,500.0
"IROBOT 780の画像 7,000円",7000,False,,780,780.0,700.0
"アイロボット 水洗いダストボックス wifi対応 スマートマッピング 自動充電の画像 74,800円",74800,False,,,,
"バーチャルウォール 2個の画像 1,200円",1200,False,,,,
"iRobot 充電機の画像 3,200円",3200,False,,,,
"MiiChan様 専用の画像 1,500円",1500,False,,,,
"iRobot Roomba   交換部品 まとめ売りの画像 1,800円",1800,False,,,,
"IROBOT ブラーバジェットM6の画像 39,800円",39800,False,,,,
"ルンバ i7+ ロボット掃除機 アイロボット  i755060 Alexa対応の画像 68,800円",68800,False,,755,750.0,700.0
"IROBOT ルンバ 876【上級モデル】の画像 18,888円",18888,False,,876,870.0,800.0
"アイロボット ルンバの画像 5,000円",5000,False,,,,
"iRobot Roomba 570 ルンバ 美品!の画像 8,500円",8500,False,,570,570.0,500.0
"ルンバ i3+   アイロボット ロボット掃除機   自動ゴミ収集機  全自動の画像 66,000円",66000,False,,,,
"国内正規品 ロボット掃除機 ルンバi7+ ダークグレー i755060の画像 87,000円",87000,False,,755,750.0,700.0
"IROBOT ルンバ643の画像 21,500円",21500,False,,643,640.0,600.0
"iRobot ルンバ 700 交換ブラシ 正規品の画像 1,400円",1400,False,,,,
"IROBOT ルンバ890 ルンバの画像 15,000円",15000,False,,890,890.0,800.0
"ルンバ バーチャルウォール 新品2個の画像 1,999円",1999,False,,,,
"バッテリー新品ルンバ880→885化国内正規品の画像 49,000円",49000,False,,885,880.0,800.0
"IROBOT ルンバ 880 フィルターの画像 1,111円",1111,False,,880,880.0,800.0
"IROBOT ルンバ I7の画像 55,555円",55555,False,,,,
"iRobot Roomba アイロボット ルンバ 中古品の画像 8,000円",8000,False,,,,
"ルンバ純正のタイヤモジュール 5の画像 2,399円",2399,False,,,,
"ルンバ純正のメインブラシモジュール 7   動作確認済の画像 2,200円",2200,False,,,,
"ルンバ純正のメインブラシモジュール 9の画像 2,200円",2200,False,,,,
"IROBOT ルンバ 621の画像 7,340円",7340,False,,621,620.0,600.0
"⭐️【新品】 ルンバ i7+ロボット掃除機 アイロボット 型番 i755060の画像 79,800円",79800,False,,755,750.0,700.0
"IROBOT ルンバ I7の画像 81,000円",81000,False,,,,
"IROBOT 760の画像 14,500円",14500,False,,760,760.0,700.0
"ルンバ デュアルアクションブラシsシリーズ用の画像 5,000円",5000,False,,,,
"IROBOT ルンバ980の画像 35,000円",35000,False,,980,980.0,900.0
"iRobot roomba ルンバ e5 空箱 箱だけの画像 2,000円",2000,False,,,,
"【新品未開封】iRobot社 ロボット掃除機 ルンバ980 [R980060]の画像 49,800円",49800,False,,980,980.0,900.0
"IROBOT ルンバ E5 ロボット掃除機 新品 ブラック WiFi アプリ管理の画像 37,400円",37400,False,,,,
"【純正品】アイロボット ルンバ600・700シリーズ対応消耗品の画像 1,999円",1999,False,,,,
"IROBOT ルンバ 680の画像 9,500円",9500,False,,680,680.0,600.0
"【限界値下げ中】IROBOT ルンバ e5の画像 37,500円",37500,False,,,,
"IROBOT 780  ルンバ700の画像 17,800円",17800,False,,780,780.0,700.0
"ルンバリモコンセット 1606-10-6178  N1134-07の画像 2,599円",2599,False,,,,
"iRobot ルンバ i7+の画像 63,400円",63400,False,,,,
"ルンバ 700シリーズ バーチャルウォール込の画像 3,000円",3000,False,,,,
"ルンバ870 ジャンクの画像 6,000円",6000,True,,870,870.0,800.0
"IROBOT ルンバ 960の画像 28,000円",28000,False,,960,960.0,900.0
"ルンバ800シリーズ付属品の画像 5,000円",5000,False,,,,
"IROBOT ルンバi7+ アイロボット ロボット掃除機の画像 68,500円",68500,False,,,,
"ルンバ980の画像 23,500円",23500,False,,980,980.0,900.0
"IROBOT ルンバ I7+の画像 71,000円",71000,False,,,,
"IROBOT ルンバ 960 説明書付き 超美品!の画像 39,000円",39000,False,,960,960.0,900.0
"((新品未使用 ))IROBOT ルンバ I7+の画像 70,000円",70000,False,,,,
"ルンバ 800シリーズ バーチャルウォールの画像 2,000円",2000,False,,,,
"[交渉可]iRobot roomba 780 付属品多めの画像 8,000円",8000,False,,780,780.0,700.0
"ルンバ タイヤモジュール セット 左 右の画像 4,000円",4000,False,,,,
"IROBOT ルンバ 654の画像 8,100円",8100,False,,654,650.0,600.0
"ルンバ i2 アクセサリーセット  新品の画像 47,800円",47800,False,,,,
"アイロボット ロボット掃除機 ルンバ622の画像 5,800円",5800,False,,622,620.0,600.0
"IROBOT ルンバ E5の画像 30,888円",30888,False,,,,
"アイロボットルンバ700シリーズ ジャンク品の画像 3,500円",3500,True,,,,
"ルンバ620  エッジクリーニングブラシ 他の機種にも対応していますの画像 1,000円",1000,False,,620,620.0,600.0
"ルンバ620  メインブラシ 他の機種にも対応していますの画像 1,500円",1500,False,,620,620.0,600.0
"【未使用品】ルンバ500シリーズ 付属品の画像 2,600円",2600,False,,,,
"アイロボット iRobot ルンバの画像 22,000円",22000,False,,,,
"IROBOT ルンバ E5 roomba e5の画像 19,800円",19800,False,,,,
"アイロボット ルンバ 700シリーズ 備品の画像 2,300円",2300,False,,,,
"【新品】ロボット掃除機 iRobot ルンバ671の画像 24,900円",24900,False,,671,670.0,600.0
"ルンバ 付属品の画像 1,000円",1000,False,,,,
"ルンバ577 取説ありの画像 5,980円",5980,False,,577,570.0,500.0
"ルンバ700シリーズ機種対応のブラシやフィルターの画像 1,400円",1400,False,,,,
"ルンバ j7  アクセサリーセット ロボット 掃除機の画像 89,999円",89999,False,,,,
"★★超美品★★ 格安!iRobot ルンバ タイヤ左右 ネジ付きの画像 2,600円",2600,False,,,,
"IROBOT 760の画像 6,000円",6000,False,,760,760.0,700.0
"IROBOT ルンバ 654の画像 7,000円",7000,False,,654,650.0,600.0
"IROBOT ルンバ 622  ジャンク扱いの画像 4,300円",4300,True,,622,620.0,600.0
"ルンバ i3 ロボット掃除機の画像 41,500円",41500,False,,,,
"【新品 未開封】iRobot Roomba 自動掃除機ルンバ875Aの画像 27,980円",27980,False,,875,870.0,800.0
"【新品未使用】ルンバ iRobotの画像 29,600円",29600,False,,,,
"値下げ ルンバブラシの画像 1,200円",1200,False,,,,
"アイロボット iRobot ルンバ 631の画像 8,000円",8000,False,,631,630.0,600.0
"ルンバ700 純正オプション品の画像 3,500円",3500,False,,,,
"ルンバ ダストボックス エアロバキュ  アイロボット ルンバ 部品 交換品の画像 4,500円",4500,False,,,,
"ルンバ643の画像 10,000円",10000,False,,643,640.0,600.0
"ルンバ ダストカットフィルター1個 純正 正規品の画像 2,222円",2222,False,,,,
"ルンバ 891 アイロボット ロボット掃除機 wifi対応 遠隔操作の画像 25,900円",25900,False,,891,890.0,800.0
"ルンバ577純正ブラシ・フィルターセットの画像 1,300円",1300,False,,577,570.0,500.0
"アイロボット ルンバ 537 動作確認済み 掃除機  Roombaの画像 7,800円",7800,False,,537,530.0,500.0
"左右ホイールモジュール iRobot Roomba ルンバ 対応 800の画像 6,000円",6000,False,,,,
"【値下げ】ロボット掃除機 ルンバ i3 Wi-Fi、スマートスピーカー対応の画像 40,000円",40000,False,,,,
"IROBOT ルンバ 622 バッテリなしの画像 5,000円",5000,False,,622,620.0,600.0
"ルンバ R-560TORの画像 18,000円",18000,False,,560,560.0,500.0
"✨格安!大量!✨ iRobot Roomba ルンバ 前輪タイヤ 10個セットの画像 1,599円",1599,False,,,,
"ルンバ 700 シリーズ ジャンク品の画像 4,777円",4777,True,,,,
"【未使用品】IROBOT アイロボット ルンバ 876 お値下げの画像 31,500円",31500,False,,876,870.0,800.0
"【格安】iRobot Roomba タイヤモジュール 13個セット 動作確認済の画像 4,698円",4698,False,,,,
"ロボット掃除機ルンバ600シリーズの画像 4,000円",4000,False,,,,
"アイロボットルンバ タイヤモジュールセット 新品未使用(左・右)の画像 4,980円",4980,False,,,,
"IROBOT ルンバ642の画像 80,000円",80000,False,,642,640.0,600.0
"ルンバ800 購入特典の画像 1,500円",1500,False,,,,
"【最終下げ】IROBOT ルンバ e5 e5150【新品未使用】の画像 30,000円",30000,False,,,,
"IROBOT ルンバ641の画像 13,500円",13500,False,,641,640.0,600.0
"新品!アイロボット IROBOT ルンバ I7+ i755060 ロボット掃除機の画像 71,900円",71900,False,,755,750.0,700.0
"IROBOT ルンバ E5の画像 27,800円",27800,False,,,,
"【新品未開封】IROBOT ルンバ i7+ アイロボット 全自動掃除機の画像 71,800円",71800,False,,,,
"i robot  ルンバ S9シリーズ バッテリーの画像 6,600円",6600,False,,,,
"IROBOT ルンバ E5の画像 27,000円",27000,False,,,,
"◆格安提供 ★リユース美品★ルンバ Roomba 620の画像 4,999円",4999,False,,620,620.0,600.0
"アイロボット ルンバ570 部品のみの画像 2,700円",2700,False,,570,570.0,500.0
"ルンバ 600シリーズ リモナビの画像 1,100円",1100,False,,,,
"ルンバ780の画像 7,700円",7700,False,,780,780.0,700.0
"iRobot ルンバ 段差断崖センサー フロントバンパーセンサー セットの画像 1,999円",1999,False,,,,
"IROBOT ルンバ E5の画像 36,000円",36000,False,,,,
"ルンバ ジャンク品 iRobot  Roomba 880 ルンバ 880米国仕様の画像 5,950円",5950,True,,880,880.0,800.0
"ルンバ 新品 純正品 エッジクリーニングブラシ ダストカットフィルターの画像 4,999円",4999,False,,,,
"iRobot roomba ルンバ フィルター ブラシの画像 1,900円",1900,False,,,,
"IROBOT ルンバ 885の画像 8,500円",8500,False,,885,880.0,800.0
"ルンバ i7+ ロボット掃除機の画像 82,600円",82600,False,,,,
"ルンバ 693 新品未開封の画像 25,000円",25000,False,,693,690.0,600.0
"ルンバ600/700シリーズ メンテナンスツールセットの画像 1,200円",1200,False,,,,
"iRobot ルンバ・ディスカバリー 型式5218 パワーブラシの画像 2,030円",2030,False,,,,
"iRobot Roonba ルンバ 627 ☆美品☆ 値下げ!!の画像 14,000円",14000,False,,627,620.0,600.0
"【2019年製】アイロボットRoom i7 RVB-Y2の画像 59,000円",59000,False,2019.0,,,
"ルンバ  ハンドル 800シリーズ用   中古の画像 1,000円",1000,False,,,,
"IROBOT ルンバ980の画像 76,800円",76800,False,,980,980.0,900.0
"IROBOT ルンバ 880の画像 6,120円",6120,False,,880,880.0,800.0
"ルンバ純正のタイヤモジュール 4の画像 2,599円",2599,False,,,,
"ルンバ700シリーズ・新品付属品の画像 1,400円",1400,False,,,,
"【動作確認済】iRobot ルンバ625の画像 12,000円",12000,False,,625,620.0,600.0
"IROBOT ルンバ e5の画像 22,500円",22500,False,,,,
"ルンバ560(リファービッシュ品)の画像 3,400円",3400,False,,560,560.0,500.0
"iRobot ブラーバジェット 240 Braava jet 新品 ルンバの画像 22,499円",22499,False,,,,
"IROBOT ルンバ 960の画像 25,000円",25000,False,,960,960.0,900.0
"アイロボット ルンバ537 付属品ありの画像 5,999円",5999,False,,537,530.0,500.0
"iRobot Roomba ルンバ 800シリーズ用 基板ジャンクの画像 4,999円",4999,True,,,,
"ルンバ リモコンアイロボットの画像 1,800円",1800,False,,,,
"IROBOT ルンバ890の画像 15,000円",15000,False,,890,890.0,800.0
"ルンバ 700シリーズ 付属品の画像 2,000円",2000,False,,,,
"ルンバ 700シリーズ ブラシ&フィルターセットの画像 4,000円",4000,False,,,,
"ルンバ バーチャルウォール 2個の画像 1,500円",1500,False,,,,
"IROBOT ルンバ 871の画像 8,000円",8000,False,,871,870.0,800.0
"新着!!️IROBOT 【ルンバe5】ロボットクリーナー♪の画像 32,600円",32600,False,,,,
"IROBOT ルンバ 885 お部屋ナビ、リモコン(説明書なし)の画像 1,400円",1400,False,,885,880.0,800.0
"ルンバ i3 箱の画像 2,500円",2500,False,,,,
"ルンバ 527の画像 4,000円",4000,False,,527,520.0,500.0
"ルンバ(アイロボット) 消耗品 部品の画像 3,333円",3333,False,,,,
"IROBOT ルンバ 875 正常動作品 充電器付きの画像 10,600円",10600,False,,875,870.0,800.0
"ルンバ700付属品一式の画像 3,200円",3200,False,,,,
"IROBOT ルンバ E5 基盤のみ ジャンクの画像 4,400円",4400,True,,,,
"激安!ルンバ 500シリーズ(600の一部) ダストボックスの画像 3,899円",3899,False,,,,
"IROBOT ルンバ E5 箱、説明書有りの画像 27,780円",27780,False,,,,
"iRobot Roomba アイロボットルンバ  760,770 基板の画像 2,199円",2199,False,,760,760.0,700.0
"ルンバ e,iシリーズ用ダストボックス 中古の画像 2,900円",2900,False,,,,
"◎未使用◎ルンバ700シリーズの消耗品とバーチャルウォールですの画像 1,500円",1500,False,,,,
"IROBOT ルンバ980の画像 54,000円",54000,False,,980,980.0,900.0
"iRobotルンバ 539/P3V3の画像 13,200円",13200,False,,539,530.0,500.0
"☆未使用・新品☆iRobot クリーナー ルンバ i3+ グレーの画像 68,888円",68888,False,,,,
"IROBOT 537の画像 6,000円",6000,False,,537,530.0,500.0
"ロボット掃除機 Roomba876の画像 17,400円",17400,False,,876,870.0,800.0
"IROBOOT ルンバ 500/600シリーズ 予備部品セット 純正品  中古の画像 2,400円",2400,False,,,,
"iRobot Roomba アイロボット ルンバ お部屋ナビの画像 2,980円",2980,False,,,,
"【新品未使用】【未開封】IROBOT ルンバ E5の画像 31,500円",31500,False,,,,
"ルンバ ブラシ 付属品 フィルター 純正品の画像 1,100円",1100,False,,,,
"新品未使用 ルンバ デュアルアクションブラシの画像 4,500円",4500,False,,,,
"さらに値下げしました【新品】IROBOT ルンバ i7の画像 69,800円",69800,False,,,,
"ルンバ 650の画像 9,999円",9999,False,,650,650.0,600.0
"ルンバ 643 新品 未開封品です。無期限保証付きの画像 29,800円",29800,False,,643,640.0,600.0
"ルンバ 800シリーズ ダストカットフィルターの画像 1,200円",1200,False,,,,
